Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-01 00:00:00-04:00,5.696335197041834,6.182854447579586,5.074671065825044,5.973381042480469,57123000,0.0,0.0
2020-06-01 00:00:00-04:00,6.074739732992223,7.351854357381546,5.91256663147509,6.919392108917236,86958900,0.0,0.0
2020-07-01 00:00:00-04:00,6.709917493050792,7.3923960022559925,6.568015893232184,6.858575820922852,62345300,0.0,0.0
2020-08-01 00:00:00-04:00,7.101836759379217,8.020818238370218,7.061293165056442,7.453211784362793,45924900,0.0,0.0
2020-09-01 00:00:00-04:00,7.311309517151073,8.885741226728872,7.257251825833094,8.257320404052734,57225900,0.0,0.0
2020-10-01 00:00:00-04:00,8.26407715200273,9.101972658280939,8.047846386211459,8.304620742797852,47870600,0.0,0.0
2020-11-01 00:00:00-04:00,8.507338522990457,10.743977571950381,8.43976607761473,10.473689079284668,50195400,0.0,0.0
2020-12-01 00:00:00-05:00,10.696675928506343,13.17657495964413,10.656132981812577,12.223807334899902,55578900,0.0,0.0
2021-01-01 00:00:00-05:00,12.514370236781582,12.541398443319375,10.054742222071827,10.291244506835938,71679900,2.237,0.0
2021-02-01 00:00:00-05:00,11.814953922257205,12.927676533947551,11.737681201379463,12.657222747802734,45877300,0.0,0.0
2021-03-01 00:00:00-05:00,12.827224644846494,14.310855472002192,12.402225363392587,13.746767044067383,86143000,0.116,0.0
2021-04-01 00:00:00-04:00,13.833459301956308,14.31556888880846,12.838134035293056,12.88478946685791,48932600,0.383,0.0
2021-05-01 00:00:00-04:00,13.453296923969223,15.66109785945092,13.135627888083237,15.541972160339355,59808500,0.0,0.0
2021-06-01 00:00:00-04:00,16.01053490029603,16.987367774669828,15.414904877175596,15.653156280517578,66158200,0.0,0.0
2021-07-01 00:00:00-04:00,15.75640043992835,16.03436143398839,13.937742619598401,15.22430419921875,60940600,0.0,0.0
2021-08-01 00:00:00-04:00,15.446671618094703,17.463871055144665,15.303720178704275,15.8993501663208,50138600,0.0,0.0
2021-09-01 00:00:00-04:00,15.78816691374984,16.518806520307617,14.787509738136372,15.168712615966797,57127100,0.0,0.0
