Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-01 00:00:00-04:00,2869.090087890625,3068.669921875,2766.639892578125,3044.31005859375,107135190000,0.0,0.0
2020-06-01 00:00:00-04:00,3038.780029296875,3233.1298828125,2965.659912109375,3100.2900390625,131458880000,0.0,0.0
2020-07-01 00:00:00-04:00,3105.919921875,3279.989990234375,3101.169921875,3271.1201171875,96928130000,0.0,0.0
2020-08-01 00:00:00-04:00,3288.260009765625,3514.77001953125,3284.530029296875,3500.31005859375,82466520000,0.0,0.0
2020-09-01 00:00:00-04:00,3507.43994140625,3588.110107421875,3209.449951171875,3363.0,92310780000,0.0,0.0
2020-10-01 00:00:00-04:00,3385.8701171875,3549.85009765625,3233.93994140625,3269.9599609375,89938980000,0.0,0.0
2020-11-01 00:00:00-04:00,3296.199951171875,3645.989990234375,3279.739990234375,3621.6298828125,101247180000,0.0,0.0
2020-12-01 00:00:00-05:00,3645.8701171875,3760.199951171875,3633.39990234375,3756.070068359375,96375680000,0.0,0.0
2021-01-01 00:00:00-05:00,3764.610107421875,3870.89990234375,3662.7099609375,3714.239990234375,106117800000,0.0,0.0
2021-02-01 00:00:00-05:00,3731.169921875,3950.429931640625,3725.6201171875,3811.14990234375,99082320000,0.0,0.0
2021-03-01 00:00:00-05:00,3842.510009765625,3994.409912109375,3723.340087890625,3972.889892578125,122371150000,0.0,0.0
2021-04-01 00:00:00-04:00,3992.780029296875,4218.77978515625,3992.780029296875,4181.169921875,83124090000,0.0,0.0
2021-05-01 00:00:00-04:00,4191.97998046875,4238.0400390625,4056.8798828125,4204.10986328125,88321860000,0.0,0.0
2021-06-01 00:00:00-04:00,4216.52001953125,4302.43017578125,4164.39990234375,4297.5,102544180000,0.0,0.0
2021-07-01 00:00:00-04:00,4300.72998046875,4429.97021484375,4233.1298828125,4395.259765625,84255620000,0.0,0.0
2021-08-01 00:00:00-04:00,4406.85986328125,4537.35986328125,4367.72998046875,4522.68017578125,80500760000,0.0,0.0
2021-09-01 00:00:00-04:00,4528.7998046875,4545.85009765625,4305.91015625,4307.5400390625,85528860000,0.0,0.0
2021-10-01 00:00:00-04:00,4317.16015625,4608.080078125,4278.93994140625,4605.3798828125,80253600000,0.0,0.0
2021-11-01 00:00:00-04:00,4610.6201171875,4743.830078125,4560.0,4567.0,88268840000,0.0,0.0
2021-12-01 00:00:00-05:00,4602.81982421875,4808.93017578125,4495.1201171875,4766.18017578125,92750180000,0.0,0.0
2022-01-01 00:00:00-05:00,4778.14013671875,4818.6201171875,4222.6201171875,4515.5498046875,95562890000,0.0,0.0
2022-02-01 00:00:00-05:00,4519.56982421875,4595.31005859375,4114.64990234375,4373.93994140625,92667710000,0.0,0.0
2022-03-01 00:00:00-05:00,4363.14013671875,4637.2998046875,4157.8701171875,4530.41015625,123546260000,0.0,0.0
2022-04-01 00:00:00-04:00,4540.31982421875,4593.4501953125,4124.27978515625,4131.93017578125,90367840000,0.0,0.0
2022-05-01 00:00:00-04:00,4130.60986328125,4307.66015625,3810.320068359375,4132.14990234375,108860390000,0.0,0.0
2022-06-01 00:00:00-04:00,4149.77978515625,4177.509765625,3636.8701171875,3785.3798828125,106116710000,0.0,0.0
2022-07-01 00:00:00-04:00,3781.0,4140.14990234375,3721.56005859375,4130.2900390625,81688320000,0.0,0.0
2022-08-01 00:00:00-04:00,4112.3798828125,4325.27978515625,3954.530029296875,3955.0,92252350000,0.0,0.0
2022-09-01 00:00:00-04:00,3936.72998046875,4119.27978515625,3584.1298828125,3585.6201171875,94241020000,0.0,0.0
2022-10-01 00:00:00-04:00,3609.780029296875,3905.419921875,3491.580078125,3871.97998046875,95823760000,0.0,0.0
2022-11-01 00:00:00-04:00,3901.7900390625,4080.110107421875,3698.14990234375,4080.110107421875,92671910000,0.0,0.0
2022-12-01 00:00:00-05:00,4087.139892578125,4100.9599609375,3764.489990234375,3839.5,85249330000,0.0,0.0
2023-01-01 00:00:00-05:00,3853.2900390625,4094.2099609375,3794.330078125,4076.60009765625,80763810000,0.0,0.0
2023-02-01 00:00:00-05:00,4070.070068359375,4195.43994140625,3943.080078125,3970.14990234375,80392280000,0.0,0.0
2023-03-01 00:00:00-05:00,3963.340087890625,4110.75,3808.860107421875,4109.31005859375,113094800000,0.0,0.0
2023-04-01 00:00:00-04:00,4102.2001953125,4170.06005859375,4049.35009765625,4169.47998046875,70861260000,0.0,0.0
2023-05-01 00:00:00-04:00,4166.7900390625,4231.10009765625,4048.280029296875,4179.830078125,88929200000,0.0,0.0
2023-06-01 00:00:00-04:00,4183.02978515625,4458.47998046875,4171.64013671875,4450.3798828125,87983140000,0.0,0.0
2023-07-01 00:00:00-04:00,4450.47998046875,4607.06982421875,4385.0498046875,4588.9599609375,75063200000,0.0,0.0
2023-08-01 00:00:00-04:00,4578.830078125,4584.6201171875,4335.31005859375,4507.66015625,86840820000,0.0,0.0
2023-09-01 00:00:00-04:00,4530.60009765625,4541.25,4238.6298828125,4288.0498046875,73482980000,0.0,0.0
2023-10-01 00:00:00-04:00,4284.52001953125,4393.56982421875,4103.77978515625,4193.7998046875,83519460000,0.0,0.0
2023-11-01 00:00:00-04:00,4201.27001953125,4587.64013671875,4197.740234375,4567.7998046875,80970570000,0.0,0.0
2023-12-01 00:00:00-05:00,4559.43017578125,4793.2998046875,4546.5,4769.830078125,81530670000,0.0,0.0
2024-01-01 00:00:00-05:00,4745.2001953125,4931.08984375,4682.10986328125,4845.64990234375,81737880000,0.0,0.0
2024-02-01 00:00:00-05:00,4861.10986328125,5111.06005859375,4853.52001953125,5096.27001953125,82066930000,0.0,0.0
2024-03-01 00:00:00-05:00,5098.509765625,5264.85009765625,5056.81982421875,5254.35009765625,86299510000,0.0,0.0
2024-04-01 00:00:00-04:00,5257.97021484375,5263.9501953125,4953.56005859375,5035.68994140625,81747170000,0.0,0.0
2024-05-01 00:00:00-04:00,5029.02978515625,5341.8798828125,5011.0498046875,5277.509765625,86849720000,0.0,0.0
2024-06-01 00:00:00-04:00,5297.14990234375,5523.64013671875,5234.31982421875,5460.47998046875,76025620000,0.0,0.0
2024-07-01 00:00:00-04:00,5471.080078125,5669.669921875,5390.9501953125,5522.2998046875,80160390000,0.0,0.0
2024-08-01 00:00:00-04:00,5537.83984375,5651.6201171875,5119.259765625,5648.39990234375,81097300000,0.0,0.0
2024-09-01 00:00:00-04:00,5623.89013671875,5767.3701171875,5402.6201171875,5762.47998046875,79564830000,0.0,0.0
2024-10-01 00:00:00-04:00,5757.72998046875,5878.4599609375,5674.0,5705.4501953125,82412430000,0.0,0.0
2024-11-01 00:00:00-04:00,5723.22021484375,6044.169921875,5696.509765625,6032.3798828125,84101980000,0.0,0.0
2024-12-01 00:00:00-05:00,6040.10986328125,6099.97021484375,5832.2998046875,5881.6298828125,86064900000,0.0,0.0
2025-01-01 00:00:00-05:00,5903.259765625,6128.18017578125,5773.31005859375,6040.52978515625,88639380000,0.0,0.0
2025-02-01 00:00:00-05:00,5969.64990234375,6147.43017578125,5837.66015625,5954.5,92317000000,0.0,0.0
2025-03-01 00:00:00-05:00,5968.330078125,5986.08984375,5488.72998046875,5611.85009765625,111387270000,0.0,0.0
2025-04-01 00:00:00-04:00,5597.52978515625,5695.31005859375,4835.0400390625,5363.35986328125,66357770000,0.0,0.0
