,2021,2022,2023,2024,2025
Walmart,0.16367171753618312,-0.08022583091666739,0.1600172722543731,0.362775788164629,0.47024443816065337
Stellantis,1.6018718795621136,-0.16647610940925778,0.1053355269124716,0.5552561167502311,-0.5767849125728617
